project,country,status,discovery_year,start_year,operator,owner,parent,fuel_type,unit_type,lat,lng,url
Guaricho,Mexico,operating,2003,,PEMEX,,,oil and gas,field,17.93,-93.766,https://www.gem.wiki/Guaricho_Oil_and_Gas_Field_(Mexico)
Hok,Mexico,operating,2017,2020,PEMEX,,,oil and gas,field,18.562,-92.866,https://www.gem.wiki/Hok_Oil_and_Gas_Field_(Mexico)
Homol,Mexico,operating,2002,2007,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.04,-92.263,https://www.gem.wiki/Homol_Oil_and_Gas_Field_(Mexico)
Ixachi,Mexico,operating,2019,2019,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,18.51,-96.102,https://www.gem.wiki/Ixachi_Oil_and_Gas_Field_(Mexico)
Ixtal,Mexico,operating,1988,2005,PEMEX,,,oil and gas,field,19.378,-92.338,https://www.gem.wiki/Ixtal_Oil_and_Gas_Field_(Mexico)
Ixtoc,Mexico,operating,1978,1984,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.444,-92.217,https://www.gem.wiki/Ixtoc_Oil_and_Gas_Field_(Mexico)
Jujo-Tecominoacán,Mexico,operating,1920,1980,PEMEX,,,oil and gas,field,17.878,-93.517,https://www.gem.wiki/Jujo-Tecominoacán_Oil_and_Gas_Field_(Mexico)
Kab,Mexico,operating,1994,,PEMEX,,,oil and gas,field,18.791,-92.733,https://www.gem.wiki/Kab_Oil_and_Gas_Field_(Mexico)
Kambesah,Mexico,operating,2008,,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.403,-92.156,https://www.gem.wiki/Kambesah_Oil_and_Gas_Field_(Mexico)
Kanaab,Mexico,operating,1996,,PEMEX,,,oil and gas,field,19.353,-92.233,https://www.gem.wiki/Kanaab_Oil_and_Gas_Field_(Mexico)
Kax,Mexico,operating,1993,1995,PEMEX,,,oil and gas,field,19.13,-92.481,https://www.gem.wiki/Kax_Oil_and_Gas_Field_(Mexico)
Ku,Mexico,operating,1980,1981,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.508,-92.197,https://www.gem.wiki/Ku_Oil_and_Gas_Field_(Mexico)
Kuil,Mexico,operating,2007,2012,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.048,-92.198,https://www.gem.wiki/Kuil_Oil_and_Gas_Field_(Mexico)
Lakach,Mexico,in development,2006,,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.052,-95.266,https://www.gem.wiki/Lakach_Oil_and_Gas_Field_(Mexico)
Lum,Mexico,in development,1994,,PEMEX,,,oil and gas,field,19.597,-92.056,https://www.gem.wiki/Lum_Oil_and_Gas_Field_(Mexico)
Luna-Palapa,Mexico,operating,1988,,PEMEX,,,oil and gas,field,18.437,-92.771,https://www.gem.wiki/Luna-Palapa_Oil_and_Gas_Field_(Mexico)
Madrefil,Mexico,operating,1983,2009,PEMEX,,,oil and gas,field,18.158,-93.329,https://www.gem.wiki/Madrefil_Oil_and_Gas_Field_(Mexico)
Magallanes Tucán Pajonal,Mexico,operating,1957,,Perenco,,,oil and gas,field,18.142,-93.889,https://www.gem.wiki/Magallanes_Tucán_Pajonal_Oil_and_Gas_Field_(Mexico)
Maloob,Mexico,operating,1984,1985,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.59,-92.246,https://www.gem.wiki/Maloob_Oil_and_Gas_Field_(Mexico)
Manik NW,Mexico,operating,2017,2020,PEMEX,,,oil and gas,field,19.445,-92.366,https://www.gem.wiki/Manik_NW_Oil_and_Gas_Field_(Mexico)
May,Mexico,operating,1992,,PEMEX,,,oil and gas,field,18.714,-92.597,https://www.gem.wiki/May_Oil_and_Gas_Field_(Mexico)
Miztón,Mexico,operating,2013,2019,"Eni méxico, S. de R.L. de C.V.",Eni S.P.A. (100%),Eni S.P.A. (100%),oil and gas,field,18.403,-93.786,https://www.gem.wiki/Miztón_Oil_and_Gas_Field_(Mexico)
Mora,Mexico,operating,1981,,"Petrolera Cárdenas Mora, S.A.P.I. de C.V",,,oil and gas,field,18.086,-93.429,https://www.gem.wiki/Mora_Oil_and_Gas_Field_(Mexico)
Mulach,Mexico,operating,2015,2020,PEMEX,,,oil and gas,field,18.476,-93.35,https://www.gem.wiki/Mulach_Oil_and_Gas_Field_(Mexico)
Nejo,Mexico,operating,2002,2010,Compañía Iberoamericana de Hidrocarburos,,,oil and gas,field,24.744,-98.023,https://www.gem.wiki/Nejo_Oil_and_Gas_Field_(Mexico)
Nohoch,Mexico,operating,1979,,PEMEX,,,oil and gas,field,19.351,-91.989,https://www.gem.wiki/Nohoch_Oil_and_Gas_Field_(Mexico)
Níspero,Mexico,operating,1974,,PEMEX,,,oil and gas,field,17.906,-93.136,https://www.gem.wiki/Níspero_Oil_and_Gas_Field_(Mexico)
Och,Mexico,operating,1985,1990,PEMEX,,,oil and gas,field,19.199,-92.489,https://www.gem.wiki/Och_Oil_and_Gas_Field_(Mexico)
Octli,Mexico,operating,2017,2020,PEMEX,,,oil and gas,field,18.314,-94.26,https://www.gem.wiki/Octli_Oil_and_Gas_Field_(Mexico)
Ogarrio,Mexico,operating,1957,1957,Wintershall DEA,Wintershall DEA (50%);PEMEX (50%),BASF SE (50%);Petroleos Mexicanos (50%),oil and gas,field,18.015,-93.932,https://www.gem.wiki/Ogarrio_Oil_and_Gas_Field_(Mexico)
Onel,Mexico,operating,2004,2013,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.332,-92.398,https://www.gem.wiki/Onel_Oil_and_Gas_Field_(Mexico)
Oxiacaque,Mexico,operating,1977,,PEMEX,,,oil and gas,field,18.079,-93.039,https://www.gem.wiki/Oxiacaque_Oil_and_Gas_Field_(Mexico)
Palmito,Mexico,operating,1963,,PEMEX,,,oil and gas,field,25.447,-98.858,https://www.gem.wiki/Palmito_Oil_and_Gas_Field_(Mexico)
Pokché,Mexico,operating,2016,2020,PEMEX,,,oil and gas,field,22.436,-104.6,https://www.gem.wiki/Pokché_Oil_and_Gas_Field_(Mexico)
Poza Rica,Mexico,operating,1930,,PEMEX,,,oil and gas,field,20.506,-97.42,https://www.gem.wiki/Poza_Rica_Oil_and_Gas_Field_(Mexico)
Puerto Ceiba,Mexico,operating,1982,1985,PEMEX,,,oil and gas,field,18.454,-93.224,https://www.gem.wiki/Puerto_Ceiba_Oil_and_Gas_Field_(Mexico)
Quesqui,Mexico,operating,,,,,,oil and gas,field,22.436,-104.6,https://www.gem.wiki/Quesqui_Oil_and_Gas_Field_(Mexico)
Rabasa,Mexico,operating,2008,,PEMEX,,,oil and gas,field,18.128,-94.207,https://www.gem.wiki/Rabasa_Oil_and_Gas_Field_(Mexico)
Rodador,Mexico,operating,1971,,PEMEX,,,oil and gas,field,18.218,-93.965,https://www.gem.wiki/Rodador_Oil_and_Gas_Field_(Mexico)
Samaria,Mexico,operating,1957,1965,PEMEX,,,oil and gas,field,17.997,-93.104,https://www.gem.wiki/Samaria_Oil_and_Gas_Field_(Mexico)
San Ramón,Mexico,operating,1967,,PEMEX,,,oil and gas,field,18.239,-93.914,https://www.gem.wiki/San_Ramón_Oil_and_Gas_Field_(Mexico)
Santa Anita,Mexico,operating,1958,,Techpetrol Servicios Múltiples,,,oil and gas,field,26.08,-98.824,https://www.gem.wiki/Santa_Anita_Oil_and_Gas_Field_(Mexico)
Santuario,Mexico,operating,1967,1968,Perenco,,,oil and gas,field,18.272,-93.485,https://www.gem.wiki/Santuario_Oil_and_Gas_Field_(Mexico)
Sen,Mexico,operating,1987,,PEMEX,,,oil and gas,field,18.312,-92.937,https://www.gem.wiki/Sen_Oil_and_Gas_Field_(Mexico)
Shishito,Mexico,operating,2003,,PEMEX,,,oil and gas,field,17.783,-92.686,https://www.gem.wiki/Shishito_Oil_and_Gas_Field_(Mexico)
Sihil,Mexico,operating,2002,2002,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.425,-92.066,https://www.gem.wiki/Sihil_Oil_and_Gas_Field_(Mexico)
Sini,Mexico,operating,2012,2013,PEMEX,,,oil and gas,field,18.386,-92.871,https://www.gem.wiki/Sini_Oil_and_Gas_Field_(Mexico)
Sinán,Mexico,operating,1992,2003,PEMEX,,,oil and gas,field,18.946,-92.672,https://www.gem.wiki/Sinán_Oil_and_Gas_Field_(Mexico)
Sunuapa,Mexico,operating,1977,,PEMEX,,,oil and gas,field,17.605,-93.265,https://www.gem.wiki/Sunuapa_Oil_and_Gas_Field_(Mexico)
Tajín,Mexico,operating,1951,,PEMEX,,,oil and gas,field,20.447,-97.467,https://www.gem.wiki/Tajín_Oil_and_Gas_Field_(Mexico)
Takín,Mexico,operating,1991,2008,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,19.287,-91.955,https://www.gem.wiki/Takín_Oil_and_Gas_Field_(Mexico)
Tamaulipas Constituciones,Mexico,operating,1956,,PEMEX,,,oil and gas,field,22.442,-97.929,https://www.gem.wiki/Tamaulipas_Constituciones_Oil_and_Gas_Field_(Mexico)
Taratunich,Mexico,operating,1993,,PEMEX,,,oil and gas,field,19.401,-92.279,https://www.gem.wiki/Taratunich_Oil_and_Gas_Field_(Mexico)
Teotleco,Mexico,operating,2008,,PEMEX,,,oil and gas,field,17.909,-93.291,https://www.gem.wiki/Teotleco_Oil_and_Gas_Field_(Mexico)
Terra,Mexico,operating,1979,2009,PEMEX,,,oil and gas,field,18.232,-92.968,https://www.gem.wiki/Terra_Oil_and_Gas_Field_(Mexico)
Tizón,Mexico,operating,1986,1991,PEMEX,,,oil and gas,field,18.549,-92.724,https://www.gem.wiki/Tizón_Oil_and_Gas_Field_(Mexico)
Tlacame,Mexico,operating,2014,2020,PEMEX,,,oil and gas,field,18.508,-93.454,https://www.gem.wiki/Tlacame_Oil_and_Gas_Field_(Mexico)
Tokal,Mexico,operating,2010,,PEMEX,,,oil and gas,field,18.212,-93.223,https://www.gem.wiki/Tokal_Oil_and_Gas_Field_(Mexico)
Tsimín,Mexico,operating,2007,2012,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,18.714,-92.691,https://www.gem.wiki/Tsimín_Oil_and_Gas_Field_(Mexico)
Tupilco,Mexico,operating,1959,,PEMEX,,,oil and gas,field,18.333,-93.367,https://www.gem.wiki/Tupilco_Oil_and_Gas_Field_(Mexico)
Uech,Mexico,operating,1986,,PEMEX,,,oil and gas,field,19.13,-92.546,https://www.gem.wiki/Uech_Oil_and_Gas_Field_(Mexico)
Velero,Mexico,operating,1977,,PEMEX,,,oil and gas,field,26.576,-99.271,https://www.gem.wiki/Velero_Oil_and_Gas_Field_(Mexico)
Xanab,Mexico,operating,2005,,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,18.538,-93.382,https://www.gem.wiki/Xanab_Oil_and_Gas_Field_(Mexico)
Xux,Mexico,operating,2008,2014,PEMEX,PEMEX,Petroleos Mexicanos,oil and gas,field,18.684,-92.759,https://www.gem.wiki/Xux_Oil_and_Gas_Field_(Mexico)
Yagual,Mexico,operating,,,PEMEX,,,oil and gas,field,18.208,-93.439,https://www.gem.wiki/Yagual_Oil_and_Gas_Field_(Mexico)
Yaxché,Mexico,operating,1993,2006,PEMEX,,,oil and gas,field,18.514,-93.276,https://www.gem.wiki/Yaxché_Oil_and_Gas_Field_(Mexico)
Zaap,Mexico,operating,1991,1992,PEMEX,PEMEX (100%),Petroleos Mexicanos (100%),oil and gas,field,19.553,-92.237,https://www.gem.wiki/Zaap_Oil_and_Gas_Field_(Mexico)
Zama,Mexico,in development,2017,2022,PEMEX/Talos Energy,PEMEX;Talos;Premier Oil Plc;Wintershall DEA,Petroleos Mexicanos;Talos Energy Inc.;Harbour Energy plc;BASF SE,oil and gas,field,18.893,-93.609,https://www.gem.wiki/Zama_Oil_Field_(Mexico)
Ébano Chapacao,Mexico,operating,,,Diavaz,,,oil and gas,field,22.436,-104.6,https://www.gem.wiki/Ébano_Chapacao_Oil_and_Gas_Field_(Mexico)
Íride,Mexico,operating,1968,1974,PEMEX,,,oil and gas,field,18.02,-93.037,https://www.gem.wiki/Íride_Oil_and_Gas_Field_(Mexico)
Anchois Phase 1,Morocco,discovered,2009,2027,Chariot Energy,,,gas,field,35.18,-6.3636,https://www.gem.wiki/Anchois_Phase_1_Gas_Field_(Morocco)
Area 1,Mozambique,in development,,2023 (expected),TotalEnergies,,,gas,block,-10.97,40.846,https://www.gem.wiki/Area_1_Gas_Block_(Mozambique)
Area 4,Mozambique,operating,,,Mozambique Rovuma Venture,,,gas,block,-10.916,41.115,https://www.gem.wiki/Area_4_Gas_Block_(Mozambique)
Coral/Coral South,Mozambique,operating,2012,2022,Eni S.P.A.,,,gas,complex,-11.18,41.319,https://www.gem.wiki/CoralCoral_South_Gas_Field_(Mozambique)
Golfinho-Atum,Mozambique,in development,2012,2026 (expected),TotalEnergies,,,gas,complex,-10.51,40.81,https://www.gem.wiki/Golfinho-Atum_Gas_Complex_(Mozambique)
Inhassoro,Mozambique,discovered,1965,,Sasol,,,oil and gas,field,-21.673,35.352,https://www.gem.wiki/Inhassoro_Oil_and_Gas_Field_(Mozambique)
Mamba,Mozambique,in development,2011,2024 (expected),Mozambique Rovuma Venture,Mozambique Rovuma Venture (70%);Galp (10%);Korean Gas Corporation (KOGAS) (10%);Empresa Nacional de Hidrocarbonetos de Mozambique (10%),"ExxonMobil Corporation (28%);Eni (28%);China National Petroleum Corporation (14%);Galp Energia, SGPS, S.A. (10%);Korean Gas Corporation (KOGAS) (10%);Empresa Nacional de Hidrocarbonetos de Mozambique (10%)",gas,complex,-10.875,41.209,https://www.gem.wiki/Mamba_Gas_Complex_(Mozambique)
Mamba North,Mozambique,operating,,,Eni S.P.A,,,oil and gas,field,-10.875,41.209,https://www.gem.wiki/Mamba_North_Oil_and_Gas_Field_(Mozambique)
Mamba South,Mozambique,operating,2011,,Eni S.P.A,,,oil and gas,field,-10.875,41.209,https://www.gem.wiki/Mamba_South_Oil_and_Gas_Field_(Mozambique)
Pande,Mozambique,operating,1961,2009,Sasol,,,oil and gas,field,-21.301,34.937,https://www.gem.wiki/Pande_Oil_and_Gas_Field_(Mozambique)
Prosperidade,Mozambique,discovered,,2029 (expected),TotalEnergies,,,gas,complex,-10.733,40.869,https://www.gem.wiki/Prosperidade_Gas_Complex_(Mozambique)
Temane,Mozambique,operating,1967,2004,Sasol,,,oil and gas,field,-21.704,35.166,https://www.gem.wiki/Temane_Oil_and_Gas_Field_(Mozambique)
Mahar,Myanmar,discovered,,2027,Posco International,Posco International (51%);Myanmar Oil and Gas Enterprise (15%);ONGC (25.5%);Korean Gas Corporation (KOGAS) (8.5%),POSCO Group (51%);Myanmar Oil and Gas Enterprise (15%);Oil and Natural Gas Corporation (ONGC) (25.5%);Korean Gas Corporation (KOGAS) (8.5%),gas,field,19.39,92.63,https://www.gem.wiki/Mahar_Gas_Field_(Myanmar)
Shwe,Myanmar,operating,,2013,POSCO Daewoo International,,,gas,project,19.711,92.547,https://www.gem.wiki/Shwe_Gas_Project_(Myanmar)
Shwe Yee Htun,Myanmar,discovered,,2023 (expected),Woodside,,,gas,field,16.942,93.847,https://www.gem.wiki/Shwe_Yee_Htun_Oil_and_Gas_Field_(Myanmar)
Zawtika,Myanmar,operating,,2003,PTTEP International Limited,,,gas,project,14.42,95.006,https://www.gem.wiki/Zawtika_Gas_Project_(Myanmar)
Zawtika Phase 2A,Myanmar,in development,,2025 (expected),PTTEP International Limited,,,gas,phase,14.42,95.006,https://www.gem.wiki/Zawtika_Gas_Project_(Myanmar)
Graff,Namibia,discovered,2022,2027 (expected),Shell plc,,,oil,field,-28.603,14.32,https://www.gem.wiki/Graff_Oil_Field_(Namibia)
Venus,Namibia,discovered,2022,2028 (expected),TotalEnergies,,,oil,field,-29.503,13.65,https://www.gem.wiki/Venus_Oil_Field_(Namibia)
A12-FA,Netherlands,operating,1988,2007,Petrogas E&P Netherlands B.V.,,,gas,field,55.394,3.795,https://www.gem.wiki/A12-FA_Gas_Field_(Netherlands)
A18-FA,Netherlands,operating,1987,2015,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.;TAQA Offshore B.V.;ONE-Dyas B.V.,Petrogas E&P LLC;TAQA (Abu Dhabi National Energy Company PJSC);ONE-Dyas B.V.,gas,field,55.117,3.832,https://www.gem.wiki/A18-FA_Gas_Field_(Netherlands)
Ameland-Oost,Netherlands,operating,1964,1986,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. (100%),Shell plc (100%),oil and gas,field,53.47,5.914,https://www.gem.wiki/Ameland-Oost_Oil_and_Gas_Field_(Netherlands)
Ameland-Westgat,Netherlands,operating,1975,1993,Nederlandse Aardolie Maatschappij B.V.,,,oil and gas,field,53.501,5.933,https://www.gem.wiki/Ameland-Westgat_Oil_and_Gas_Field_(Netherlands)
Annerveen,Netherlands,operating,1962,1973,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. (100%),Shell plc (100%),oil and gas,field,53.077,6.792,https://www.gem.wiki/Annerveen_Oil_and_Gas_Field_(Netherlands)
B13-FA,Netherlands,operating,1990,2011,Petrogas E&P Netherlands B.V.,,,gas,field,55.312,4.109,https://www.gem.wiki/B13-FA_Gas_Field_(Netherlands)
Blija-Zuidoost,Netherlands,operating,1997,2001,Nederlandse Aardolie Maatschappij B.V.,,,oil and gas,field,53.356,5.9,https://www.gem.wiki/Blija-Zuidoost_Oil_and_Gas_Field_(Netherlands)
Botlek,Netherlands,operating,1984,1992,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. (50%);EBN B.V. (50%),Shell plc (50%);Energie Beheer Nederland (EBN) (50%),oil and gas,field,51.872,4.34,https://www.gem.wiki/Botlek_Oil_and_Gas_Field_(Netherlands)
Coevorden,Netherlands,operating,1948,1950,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. (100%),Shell plc (100%),oil and gas,field,52.652,6.675,https://www.gem.wiki/Coevorden_Oil_and_Gas_Field_(Netherlands)
De Wijk,Netherlands,operating,1949,1959,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. (100%),Shell plc (100%),oil and gas,field,52.705,6.332,https://www.gem.wiki/De_Wijk_Oil_and_Gas_Field_(Netherlands)
Diever,Netherlands,operating,2014,2015,Vermilion Energy Netherlands B.V.,Vermilion Energy;Nederlandse Aardolie Maatschappij B.V.;EBN B.V.,Vermilion Energy Inc.;Shell plc;Energie Beheer Nederland (EBN),oil and gas,field,52.869,6.237,https://www.gem.wiki/Diever_Oil_and_Gas_Field_(Netherlands)
E17a-A,Netherlands,operating,1996,2009,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. (34.7%);EBN B.V. (50%);TotalEnergies E&P Nederland B.V. (14.1%);Vermilion Energy Netherlands B.V. (1.2%),China Investment Corporation (17%);The Carlyle Group (10.6%);CVC Capital Partners (7.1%);Energie Beheer Nederland (EBN) (50%);TotalEnergies (14.1%);Vermilion Energy Inc. (1.2%),oil and gas,field,54.096,3.368,https://www.gem.wiki/E17a-A_Oil_and_Gas_Field_(Netherlands)
Eesveen,Netherlands,operating,1986,2015,Vermilion Energy Netherlands B.V.,,,oil and gas,field,52.818,6.18,https://www.gem.wiki/Eesveen_Oil_and_Gas_Field_(Netherlands)
F02a-Hanze,Netherlands,operating,1996,2001,Dana Petroleum Netherlands B.V.,,,oil and gas,field,54.939,4.563,https://www.gem.wiki/F02a-Hanze_Oil_and_Gas_Field_(Netherlands)
F03-FB,Netherlands,operating,1974,1993,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. (60%);EBN B.V. (40%),China Investment Corporation (29.4%);The Carlyle Group (18.4%);CVC Capital Partners (12.2%);Energie Beheer Nederland (EBN) (40%),oil and gas,field,54.856,4.684,https://www.gem.wiki/F03-FB_Oil_and_Gas_Field_(Netherlands)
G14-A&B,Netherlands,operating,2003,2006,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. (33.7%);EBN B.V. (40%);Nederlandse Aardolie Maatschappij B.V. (22.6%);TAQA Offshore B.V. (3.7%),China Investment Corporation (16.5%);The Carlyle Group (10.3%);CVC Capital Partners (6.9%);Energie Beheer Nederland (EBN) (40%);Shell plc (22.6%);TAQA (Abu Dhabi National Energy Company PJSC) (3.7%),oil and gas,field,54.192,5.479,https://www.gem.wiki/G14-A&B_Oil_and_Gas_Field_(Netherlands)
G16a-A,Netherlands,operating,1985,2006,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. (60%);EBN B.V. (40%),China Investment Corporation (29.4%);The Carlyle Group (18.4%);CVC Capital Partners (12.2%);Energie Beheer Nederland (EBN) (40%),oil and gas,field,54.121,5.198,https://www.gem.wiki/G16a-A_Oil_and_Gas_Field_(Netherlands)
G16a-B,Netherlands,operating,2008,2008,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. (60%);EBN B.V. (40%),China Investment Corporation (29.4%);The Carlyle Group (18.4%);CVC Capital Partners (12.2%);Energie Beheer Nederland (EBN) (40%),oil and gas,field,54.12,5.236,https://www.gem.wiki/G16a-B_Oil_and_Gas_Field_(Netherlands)
G16a-C,Netherlands,operating,2009,2011,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. (60%);EBN B.V. (40%),China Investment Corporation (29.4%);The Carlyle Group (18.4%);CVC Capital Partners (12.2%);Energie Beheer Nederland (EBN) (40%),oil and gas,field,54.125,5.258,https://www.gem.wiki/G16a-C_Oil_and_Gas_Field_(Netherlands)
G17a-S1,Netherlands,operating,2004,2006,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. (60%);EBN B.V. (40%),China Investment Corporation (29.4%);The Carlyle Group (18.4%);CVC Capital Partners (12.2%);Energie Beheer Nederland (EBN) (40%),oil and gas,field,54.107,5.396,https://www.gem.wiki/G17a-S1_Oil_and_Gas_Field_(Netherlands)
G17cd-A,Netherlands,operating,2000,2002,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. (25%);EBN B.V. (50%);Wintershall Noordzee B.V. (25%),China Investment Corporation (12.2%);The Carlyle Group (7.6%);CVC Capital Partners (5.1%);Energie Beheer Nederland (EBN) (50%);BASF SE (12.5%);PJSC Gazprom (12.5%),oil and gas,field,54.049,5.44,https://www.gem.wiki/G17cd-A_Oil_and_Gas_Field_(Netherlands)
Gaag,Netherlands,operating,1982,1989,Nederlandse Aardolie Maatschappij B.V.,,,oil and gas,field,51.961,4.245,https://www.gem.wiki/Gaag_Oil_and_Gas_Field_(Netherlands)
Groningen,Netherlands,operating,1959,1963,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. (60%);EBN B.V. (40%),Shell plc (60%);Energie Beheer Nederland (EBN) (40%),oil and gas,field,53.287,6.82,https://www.gem.wiki/Groningen_gas_field
Grootegast,Netherlands,operating,1961,1979,Nederlandse Aardolie Maatschappij B.V.,,,oil and gas,field,53.249,6.245,https://www.gem.wiki/Grootegast_Oil_and_Gas_Field_(Netherlands)
Hardenberg,Netherlands,operating,1967,1975,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. (50%);EBN B.V. (50%),Shell plc (50%);Energie Beheer Nederland (EBN) (50%),oil and gas,field,52.608,6.573,https://www.gem.wiki/Hardenberg_Oil_and_Gas_Field_(Netherlands)
Helder,Netherlands,operating,1980,1982,Petrogas E&P Netherlands B.V.,,,oil and gas,field,52.921,4.094,https://www.gem.wiki/Helder_Oil_and_Gas_Field_(Netherlands)
J03-C,Netherlands,operating,1995,1996,TotalEnergies E&P Nederland B.V.,,,oil and gas,field,53.839,2.967,https://www.gem.wiki/J03-C_Oil_and_Gas_Field_(Netherlands)
K01-A,Netherlands,operating,1986,2002,TotalEnergies E&P Nederland B.V.,,,oil and gas,field,53.839,3.059,https://www.gem.wiki/K01-A_Oil_and_Gas_Field_(Netherlands)
K02b-A,Netherlands,operating,1987,2005,Neptune Energy Netherlands B.V.,Neptune Energy (50%);EBN B.V. (50%),China Investment Corporation (24.5%);The Carlyle Group (15.3%);CVC Capital Partners (10.2%);Energie Beheer Nederland (EBN) (50%),oil and gas,field,53.945,3.671,https://www.gem.wiki/K02b-A_Oil_and_Gas_Field_(Netherlands)
